gamma21,f_avg,delta1,log10_nmse
100,29.5918,2.6667,-2.577819
1,17.3469,-3.4872,-3.297666
1,10.2041,-6.7692,-1.756214
10,18.3673,4.3077,-1.751330
0.01,15.3061,1.0256,-0.448451
100,3.0612,-8.0000,-1.758649
1,43.8776,-1.8462,-3.360188
0.1,41.8367,3.0769,-0.749122
1,0.0000,-3.8974,-0.004847
100,46.9388,3.0769,-2.512873
10,39.7959,-1.4359,-3.358130
10,2.0408,-3.0769,-1.749336
100,42.8571,3.4872,-2.593013
100,24.4898,3.4872,-2.351968
0.1,41.8367,-2.2564,-3.348149
0.1,45.9184,-7.5897,-3.126602
0.01,24.4898,3.4872,-2.136203
100,32.6531,-5.1282,-2.545822
10,42.8571,-5.1282,-0.504143
1,40.8163,4.3077,-2.200174
0.1,41.8367,6.3590,-2.718201
1,3.0612,-0.2051,-1.748483
0.1,30.6122,3.4872,-0.928267
0.1,16.3265,6.7692,-1.655149
0.1,32.6531,2.6667,-0.873704
1,20.4082,-2.2564,-3.271470
10,27.5510,-8.0000,-1.758636
1,39.7959,7.1795,-1.677342
0.01,19.3878,-1.0256,-2.903778
100,23.4694,-1.4359,-2.513846
0.1,11.2245,-5.5385,-1.753716
1,43.8776,7.1795,-1.871630
1,37.7551,-0.6154,-3.359029
0.01,21.4286,1.0256,-0.469602
0.01,21.4286,8.0000,-2.629077
10,12.2449,-1.4359,-1.445318
0.01,28.5714,1.4359,-1.305174
0.01,4.0816,1.8462,-2.113272
0.1,11.2245,-4.7179,-1.770649
0.01,9.1837,-4.7179,-1.760694
0.01,48.9796,-2.2564,-2.832709
10,36.7347,1.0256,-2.838640
1,18.3673,7.1795,-2.160176
10,4.0816,-0.2051,-0.896849
0.01,28.5714,0.2051,-0.063367
10,50.0000,8.0000,-1.643486
0.01,19.3878,7.5897,-2.719974
1,38.7755,-0.2051,-3.363457
10,13.2653,1.8462,-1.468501
0.01,21.4286,-4.3077,-3.220031
1,41.8367,-1.0256,-3.183186
100,42.8571,-1.8462,-2.356317
0.01,50.0000,-3.8974,-2.782559
1,22.4490,-8.0000,-1.758637
10,23.4694,-0.2051,-1.818974
1,44.8980,-5.5385,-3.105883
10,43.8776,-8.0000,-1.758637
1,26.5306,1.4359,-0.515567
1,25.5102,2.2564,-0.709209
1,38.7755,-6.3590,-3.028675
0.1,30.6122,-5.1282,-2.988683
0.1,4.0816,3.4872,-1.769359
0.01,44.8980,-6.3590,-2.460732
100,35.7143,6.7692,-1.762474
100,45.9184,-1.4359,-2.315298
10,6.1224,3.8974,-1.767027
0.01,38.7755,-5.1282,-2.776926
0.01,38.7755,5.1282,-2.703279
0.1,50.0000,-1.0256,-2.015029
100,25.5102,-3.8974,-2.549847
0.1,29.5918,1.8462,-0.906654
1,38.7755,0.6154,-0.366555
0.1,1.0204,-7.1795,-1.771675
1,37.7551,-1.4359,-1.153104
1,14.2857,7.1795,-1.771671
10,26.5306,-5.9487,-1.771293
10,24.4898,-5.5385,-1.753711
1,47.9592,-1.0256,-2.910893
0.01,41.8367,1.0256,-0.717752
100,17.3469,8.0000,-1.758639
100,3.0612,8.0000,-1.758649
10,32.6531,5.5385,-1.778728
0.01,44.8980,8.0000,-2.214393
0.01,14.2857,-4.3077,-1.747447
0.01,50.0000,1.0256,-0.477471
10,6.1224,1.8462,-1.748056
1,12.2449,-7.5897,-1.765514
10,45.9184,-2.6667,-3.342271
0.01,3.0612,-4.3077,0.034357
0.01,37.7551,7.1795,-2.922843
0.1,19.3878,-5.9487,-1.771293
0.01,17.3469,6.7692,-2.465005
1,17.3469,-8.0000,-1.758639
100,30.6122,-6.3590,-2.441446
100,18.3673,-4.7179,-2.494240
0.1,6.1224,-0.6154,-1.683065
0.1,45.9184,5.5385,-2.556248
100,11.2245,-3.8974,-2.598061
100,44.8980,6.3590,-2.438741
10,41.8367,-1.4359,-3.139953
0.1,13.2653,2.6667,-1.961745
0.1,40.8163,-4.7179,-2.991178
1,26.5306,5.1282,-1.539134
1,8.1633,-5.5385,-1.753715
0.01,23.4694,-4.7179,-3.267572
100,27.5510,2.2564,-2.501347
1,35.7143,1.4359,-0.224013
100,0.0000,-0.2051,2.399353
10,36.7347,0.6154,-3.101216
1,2.0408,3.8974,-1.767025
10,47.9592,-3.4872,-3.344120
0.01,41.8367,7.5897,-2.699621
0.1,36.7347,-5.1282,-3.329031
100,27.5510,-4.7179,-2.566054
0.01,20.4082,-2.2564,-2.837548
10,18.3673,1.0256,-1.680734
100,33.6735,4.3077,-2.524187
10,10.2041,7.5897,-1.765513
100,19.3878,2.6667,-2.276012
100,37.7551,5.9487,-2.430997
1,10.2041,5.9487,-1.771293
1,21.4286,-0.6154,-3.187820
100,7.1429,7.1795,-1.771671
0.01,46.9388,-1.8462,-3.039095
0.01,48.9796,6.3590,-2.907710
0.1,38.7755,-3.4872,-2.870475
10,20.4082,1.4359,0.161676
100,21.4286,3.4872,-2.063125
100,48.9796,-2.2564,-2.495874
0.01,48.9796,-6.7692,-3.004336
0.1,45.9184,6.3590,-3.009611
100,47.9592,-5.5385,-2.377749
100,16.3265,6.7692,-2.327977
10,1.0204,3.0769,-1.749334
1,37.7551,1.4359,-0.428131
100,22.4490,4.3077,-2.239771
10,24.4898,1.0256,-2.591667
10,45.9184,5.9487,-1.612391
10,4.0816,2.2564,-1.765771
0.1,2.0408,2.6667,-1.765627
0.1,13.2653,-0.2051,-3.168614
0.1,7.1429,1.8462,-1.913121
1,28.5714,-0.6154,-3.079072
10,34.6939,-6.3590,-1.766494
1,37.7551,-7.1795,-3.259357
10,38.7755,-2.6667,-3.350552
10,4.0816,-2.2564,-1.765771
10,44.8980,-0.6154,-2.241804
1,27.5510,1.0256,-0.145988
100,25.5102,4.7179,-2.020218
100,1.0204,-1.8462,-2.274860
1,6.1224,-7.5897,-1.765512
0.01,1.0204,-2.2564,-3.289837
0.1,44.8980,5.1282,-2.875293
10,43.8776,0.6154,-2.841294
0.01,16.3265,-5.5385,-1.749477
0.01,26.5306,6.3590,-2.906056
0.01,10.2041,-4.3077,-1.746499
1,34.6939,4.7179,-2.018441
10,42.8571,1.0256,-2.718826
0.1,0.0000,2.6667,0.000225
0.01,38.7755,7.5897,-2.732584
0.1,1.0204,3.8974,-1.767025
100,20.4082,3.8974,-2.403059
0.01,47.9592,-6.7692,-2.326526
1,23.4694,-4.3077,-2.872233
0.01,32.6531,8.0000,-2.785691
0.01,28.5714,5.5385,-2.980087
0.01,36.7347,1.8462,-0.611417
100,3.0612,-0.2051,-2.434685
1,13.2653,4.3077,-1.948394
0.1,24.4898,6.3590,-2.016797
100,17.3469,-1.4359,-2.542699
0.1,14.2857,-8.0000,-1.758642
100,46.9388,-8.0000,-1.758636
1,45.9184,6.3590,-0.891970
0.01,47.9592,-7.5897,-3.007594
0.1,27.5510,-2.2564,-3.346761
100,38.7755,-5.1282,-2.470763
10,16.3265,-2.6667,-1.765627
0.01,36.7347,0.2051,-0.104858
0.1,24.4898,-7.1795,-1.771671
100,10.2041,-6.3590,-2.203135
0.1,44.8980,0.6154,-0.323248
0.01,47.9592,-3.4872,-3.045485
0.01,17.3469,-5.1282,-1.758725
0.01,24.4898,3.8974,-2.415604
100,41.8367,1.0256,-2.288670
0.01,13.2653,7.1795,-1.760851
10,23.4694,-5.1282,-1.767069
100,7.1429,-6.3590,-1.981610
0.1,30.6122,7.5897,-2.593886
0.01,0.0000,6.7692,0.000124
10,44.8980,-3.8974,-0.827591
10,35.7143,-1.0256,-3.364113
1,40.8163,6.3590,-0.971978
0.01,17.3469,-4.3077,-2.884918
10,0.0000,7.5897,-0.002483
0.01,7.1429,6.7692,-1.751721
0.01,25.5102,-1.0256,-3.173950
10,25.5102,-0.2051,-3.348077
1,1.0204,-5.5385,-1.753719
0.01,28.5714,0.6154,-0.295429
0.01,50.0000,-3.4872,-2.847182
100,20.4082,-4.7179,-2.534578
10,14.2857,-5.1282,-1.767068
0.1,25.5102,-3.0769,-3.319704
0.1,4.0816,-4.7179,-1.770649
0.1,19.3878,-2.6667,-2.058185
0.1,40.8163,1.8462,-0.642109
0.1,5.1020,-6.7692,-1.756211
1,29.5918,5.9487,-1.520344
0.1,0.0000,5.1282,0.004568
100,15.3061,-3.8974,-2.558733
0.01,20.4082,-1.0256,-2.972802
1,32.6531,3.8974,-1.116250
10,13.2653,-1.0256,-0.605113
0.1,4.0816,1.0256,-1.751588
0.01,17.3469,7.5897,-2.178482
0.01,50.0000,-5.9487,-2.094530
100,45.9184,-4.3077,-2.467404
10,9.1837,7.5897,-1.765513
10,48.9796,7.5897,-1.974400
10,16.3265,6.3590,-1.766495
100,6.1224,4.3077,-2.700729
10,34.6939,-8.0000,-1.758636
10,27.5510,2.6667,-1.158843
100,25.5102,8.0000,-1.758636
1,30.6122,-2.2564,-2.822959
100,23.4694,6.7692,-2.232370
0.1,29.5918,-2.6667,-3.171795
100,44.8980,-7.5897,-1.765511
10,24.4898,-8.0000,-1.758636
0.01,20.4082,-7.5897,-1.759365
0.01,21.4286,2.2564,-2.061707
100,44.8980,2.2564,-2.479004
100,18.3673,-4.3077,-2.558029
0.01,42.8571,0.2051,0.061805
10,15.3061,-3.0769,-1.749336
10,25.5102,5.5385,-1.753711
1,14.2857,-7.5897,-1.765515
0.01,35.7143,-6.7692,-3.139997
0.01,5.1020,-6.7692,-1.752147
0.01,33.6735,7.5897,-2.116003
1,40.8163,-0.2051,-3.358071
0.01,43.8776,-2.6667,-3.029160
0.01,13.2653,6.3590,-1.547727
10,28.5714,-4.3077,-1.751330
0.1,21.4286,-7.1795,-1.771671
100,1.0204,3.0769,-2.157569
100,9.1837,5.5385,-2.649330
100,21.4286,4.7179,-2.503245
0.1,36.7347,-4.3077,-2.115901
0.1,6.1224,-7.5897,-1.765512
100,37.7551,-2.6667,-2.513059
10,10.2041,-1.0256,-0.990900
10,27.5510,-1.4359,-3.359042
1,22.4490,-5.5385,-1.753709
100,37.7551,2.6667,-2.438720
1,18.3673,6.7692,-1.895712
10,15.3061,7.5897,-1.765514
10,45.9184,8.0000,-1.876582
100,14.2857,-6.7692,-2.134560
10,29.5918,-7.1795,-1.771670
10,35.7143,3.0769,-1.234823
1,5.1020,1.0256,-1.649988
1,37.7551,2.6667,-0.647000
100,47.9592,-4.3077,-2.361877
0.1,9.1837,6.3590,-1.766494
1,11.2245,5.1282,-1.767067
100,32.6531,1.0256,-2.380463
10,23.4694,7.5897,-1.765512
1,15.3061,-6.7692,-1.756216
1,9.1837,-0.6154,-1.522049
100,24.4898,-3.4872,-2.554638
100,2.0408,5.9487,-1.880266
0.01,46.9388,1.4359,-0.833616
0.01,36.7347,0.6154,-0.440580
1,10.2041,6.7692,-1.756214
100,36.7347,-0.2051,-1.720129
100,31.6327,2.6667,-2.543806
1,36.7347,-3.8974,-2.983076
0.1,12.2449,8.0000,-1.758643
0.01,22.4490,-3.8974,-2.509196
0.01,29.5918,-5.1282,-3.199994
0.01,31.6327,4.3077,-2.712596
1,15.3061,-5.9487,-1.771294
0.01,45.9184,5.5385,-2.958043
100,12.2449,4.3077,-2.551686
0.01,24.4898,7.1795,-2.398128
0.1,28.5714,-1.0256,-2.514495
100,4.0816,7.1795,-1.771669
10,4.0816,-6.3590,-1.766495
0.1,8.1633,-7.5897,-1.765512
0.1,34.6939,1.0256,-0.779331
0.1,43.8776,-5.1282,-3.228809
1,42.8571,5.1282,-2.537458
1,47.9592,-4.3077,-3.069301
10,13.2653,-5.1282,-1.767068
10,39.7959,-2.6667,-3.354400
1,0.0000,4.3077,0.009700
100,32.6531,-6.3590,-2.456548
10,22.4490,-5.1282,-1.767069
0.1,41.8367,5.5385,-2.989162
10,9.1837,-4.3077,-1.751329
10,1.0204,7.5897,-1.765517
0.01,0.0000,4.7179,0.000123
0.01,34.6939,7.1795,-2.800646
100,50.0000,-7.1795,-1.771670
0.1,14.2857,5.5385,-1.910319
100,41.8367,-4.3077,-2.181476
0.01,12.2449,3.4872,-2.070074
0.01,6.1224,-2.6667,-2.138660
0.1,2.0408,-1.8462,-1.148288
0.1,9.1837,-1.0256,0.238417
10,3.0612,-8.0000,-1.758649
100,19.3878,-5.1282,-2.568815
0.1,26.5306,1.0256,-0.758865
100,17.3469,-5.5385,-2.576698
0.01,4.0816,7.1795,-1.766130
10,36.7347,2.2564,-0.845436
100,4.0816,3.0769,-2.720402
10,6.1224,2.2564,-1.765771
0.01,11.2245,2.6667,-2.211364
0.01,37.7551,-4.3077,-3.358039
0.1,31.6327,6.7692,-2.964994
1,11.2245,-3.0769,-1.749336
0.01,29.5918,-7.5897,-1.755659
100,14.2857,5.5385,-2.507343
0.01,18.3673,-1.0256,-3.272147
100,45.9184,-2.6667,-2.456416
0.1,50.0000,6.3590,-2.889214
0.01,19.3878,-3.4872,-2.855249
0.1,9.1837,-3.8974,-1.767027
10,6.1224,-2.6667,-1.765627
100,36.7347,-4.7179,-2.528033
100,19.3878,7.1795,-1.771672
0.1,38.7755,-5.5385,-2.852499
100,41.8367,-5.1282,-2.365410
100,37.7551,5.5385,-2.472651
0.1,8.1633,8.0000,-1.758647
0.1,21.4286,-1.0256,-3.151741
1,41.8367,-0.2051,-3.375375
100,24.4898,7.1795,-1.771671
0.01,22.4490,-5.1282,-2.691313
100,13.2653,-1.4359,-2.319364
100,0.0000,-1.4359,1.013796
0.1,7.1429,-3.4872,-1.769358
1,38.7755,-5.9487,-3.294075
100,35.7143,6.3590,-1.709151
0.1,38.7755,1.4359,-0.677464
0.1,7.1429,8.0000,-1.758644
10,18.3673,-3.8974,-1.767027
0.1,31.6327,-3.4872,-3.250966
10,21.4286,7.5897,-1.765513
0.1,14.2857,-6.3590,-1.766495
10,17.3469,-7.1795,-1.771671
10,20.4082,4.7179,-1.770649
1,40.8163,-5.5385,-3.358201
100,22.4490,6.3590,-2.336959
0.01,37.7551,2.6667,-0.775977
1,47.9592,0.2051,-0.239330
100,20.4082,-7.1795,-1.771672
100,35.7143,3.0769,-2.548462
0.01,2.0408,-5.5385,-1.745909
1,32.6531,-4.7179,-2.358916
1,43.8776,-6.3590,-3.127331
0.01,18.3673,2.2564,-2.267022
100,11.2245,1.0256,-2.003961
0.01,36.7347,4.7179,-2.957453
0.01,40.8163,4.7179,-3.045149
100,44.8980,-4.7179,-2.252154
10,33.6735,-7.5897,-1.765512
0.01,30.6122,-4.7179,-2.257066
1,10.2041,-7.1795,-1.771672
0.01,48.9796,-0.6154,-3.080704
100,43.8776,0.6154,-2.007104
0.1,25.5102,1.8462,-0.691924
100,18.3673,0.6154,-2.485498
1,16.3265,-7.1795,-1.771671
1,47.9592,1.8462,-0.560984
100,18.3673,-2.6667,-2.532458
10,4.0816,-1.4359,-1.759344
100,45.9184,7.1795,-2.404924
100,17.3469,-4.3077,-2.533017
100,17.3469,-3.0769,-2.533299
0.1,12.2449,-7.1795,-1.771671
1,43.8776,7.5897,-2.245919
10,17.3469,-1.4359,-0.557168
0.1,0.0000,-3.8974,0.016924
100,8.1633,5.9487,-2.546945
0.1,8.1633,-0.6154,-1.122675
0.1,25.5102,5.5385,-1.897736
0.1,48.9796,3.0769,-0.869694
0.01,12.2449,-2.2564,-3.206736
0.01,14.2857,-7.1795,-1.762989
10,33.6735,-1.0256,-3.224535
0.1,41.8367,-4.3077,-3.233657
0.1,11.2245,0.6154,-0.848062
100,6.1224,-8.0000,-1.758644
0.01,50.0000,7.1795,-2.650603
0.1,13.2653,-1.8462,-3.354732
100,28.5714,2.2564,-2.570931
0.01,32.6531,7.5897,-2.842714
0.1,16.3265,6.3590,-1.645037
1,17.3469,-4.3077,-1.751330
0.01,14.2857,-1.8462,-3.157332
100,17.3469,-3.8974,-2.543279
0.01,13.2653,-5.5385,-1.748936
0.1,9.1837,3.0769,-1.974189
10,30.6122,1.4359,-2.387658
100,34.6939,5.5385,-2.267907
1,11.2245,1.8462,-0.019441
10,5.1020,-5.5385,-1.753713
1,9.1837,4.3077,-1.751329
10,9.1837,1.4359,-1.759344
100,0.0000,4.7179,2.054893
10,36.7347,3.4872,-0.986977
0.1,50.0000,1.4359,-0.611409
10,13.2653,4.3077,-1.751330
0.01,4.0816,6.7692,-1.751757
10,11.2245,2.2564,-1.765771
10,35.7143,-4.7179,-1.125416
1,43.8776,-4.3077,-3.062882
1,48.9796,3.8974,-1.479902
0.1,28.5714,-8.0000,-1.758635
0.01,48.9796,5.5385,-2.816331
100,9.1837,-4.7179,-2.561104
100,22.4490,-1.0256,-2.492012
1,0.0000,2.6667,0.000929
100,40.8163,6.3590,-2.429435
1,1.0204,3.8974,-1.767025
0.1,21.4286,0.6154,-0.173367
10,33.6735,5.9487,-1.135335
10,19.3878,3.0769,-1.745619
1,36.7347,-5.1282,-3.343734
100,37.7551,6.7692,-2.105106
0.1,50.0000,5.5385,-2.832390
0.1,42.8571,-6.7692,-2.904821
10,46.9388,7.5897,-1.742977
0.1,15.3061,1.8462,-0.370501
0.01,8.1633,-7.5897,-1.759497
100,35.7143,4.7179,-2.536099
1,37.7551,-8.0000,-2.927245
1,34.6939,0.2051,-0.416978
10,25.5102,3.0769,-0.579003
0.01,22.4490,2.6667,-2.213827
1,0.0000,1.4359,0.003910
100,20.4082,-0.2051,-2.438023
100,11.2245,-3.0769,-2.503361
100,5.1020,-5.9487,-2.075111
10,13.2653,7.5897,-1.765514
1,7.1429,-0.2051,-0.770218
1,18.3673,-6.7692,-1.756213
100,19.3878,-3.4872,-2.576697
10,43.8776,6.3590,-1.805968
1,28.5714,-7.5897,-1.765512
0.01,13.2653,7.5897,-1.756523
0.1,22.4490,0.2051,-0.785817
1,15.3061,-2.2564,-3.359569
100,4.0816,-6.7692,-1.601635
1,9.1837,-7.1795,-1.771672
0.1,36.7347,2.2564,-0.819005
100,29.5918,-3.8974,-2.501326
1,41.8367,-5.9487,-3.333779
10,27.5510,-1.8462,-1.873783
0.1,44.8980,6.3590,-2.867288
100,44.8980,-5.1282,-2.439447
1,3.0612,1.0256,-1.751582
100,50.0000,-5.1282,-2.422021
0.1,14.2857,-5.5385,-1.753709
0.1,34.6939,3.4872,-0.971772
100,18.3673,3.8974,-2.476352
100,30.6122,5.1282,-1.921011
0.01,25.5102,3.4872,-2.048798
0.1,35.7143,6.3590,-2.882395
100,24.4898,7.5897,-1.765512
100,25.5102,0.6154,-2.383496
0.1,13.2653,2.2564,-1.900052
0.1,39.7959,6.7692,-2.903066
1,22.4490,6.7692,0.318579
10,22.4490,5.1282,-1.767069
100,30.6122,-0.6154,-2.296609
100,35.7143,-3.0769,-2.534801
100,39.7959,-3.8974,-2.249864
0.1,13.2653,-5.5385,-1.753715
0.01,10.2041,6.7692,-1.752151
100,35.7143,5.5385,-2.439753
0.01,0.0000,0.2051,0.000149
1,46.9388,-3.8974,-3.321971
10,42.8571,4.7179,-1.342259
10,36.7347,-0.2051,-3.060553
1,35.7143,-4.3077,-2.589346
10,10.2041,5.1282,-1.767067
10,10.2041,7.1795,-1.771672
1,46.9388,-7.5897,-3.365980
100,37.7551,-6.3590,-2.416219
10,10.2041,8.0000,-1.758642
100,37.7551,-3.0769,-2.549748
0.01,0.0000,-3.0769,0.000150
1,20.4082,-5.1282,-1.767069
100,47.9592,-6.7692,-2.208823
0.1,25.5102,8.0000,-1.471466
10,16.3265,7.5897,-1.765513
10,5.1020,5.1282,-1.767068
0.01,1.0204,7.1795,-1.771270
100,38.7755,1.4359,-2.380059
10,44.8980,-1.0256,-3.285723
100,35.7143,8.0000,-1.758635
100,44.8980,-8.0000,-1.758637
0.1,26.5306,0.2051,-0.504536
1,9.1837,-7.5897,-1.765513
0.01,31.6327,-1.0256,-3.250540
0.01,5.1020,-3.8974,0.947880
10,10.2041,-3.0769,-1.749336
0.1,11.2245,-5.9487,-1.771294
10,34.6939,-0.6154,-3.276722
10,19.3878,-0.6154,-3.333774
10,9.1837,-7.5897,-1.765513
100,26.5306,-4.7179,-2.528512
10,44.8980,-2.6667,-3.348629
0.1,30.6122,-8.0000,-1.758635
10,24.4898,2.2564,-1.390791
0.1,46.9388,4.7179,-2.613943
0.01,27.5510,-6.7692,-1.751589
1,8.1633,6.3590,-1.766495
100,7.1429,-4.7179,-2.652554
0.01,48.9796,7.1795,-2.761396
0.01,15.3061,-4.3077,-1.747037
1,48.9796,-2.6667,-2.583329
0.01,43.8776,1.0256,-0.303820
0.1,44.8980,7.1795,-2.952675
0.01,21.4286,-3.8974,-3.146705
0.1,4.0816,-3.4872,-1.769359
100,20.4082,-4.3077,-2.525029
0.1,20.4082,8.0000,-0.106403
1,41.8367,1.4359,-0.792847
0.1,26.5306,-4.7179,-2.775891
1,15.3061,7.1795,-1.771671
100,10.2041,1.8462,-2.481790
100,0.0000,-5.5385,0.008026
1,47.9592,-7.1795,-3.288649
0.01,42.8571,-0.2051,-3.007728
100,28.5714,-0.6154,-2.355461
1,14.2857,-3.4872,-3.375407
10,12.2449,-7.5897,-1.765514
1,27.5510,4.3077,-1.654134
1,36.7347,-4.3077,-2.994609
0.1,32.6531,-0.2051,-2.369839
0.1,19.3878,5.1282,-2.137654
0.1,21.4286,-3.8974,-2.597604
10,37.7551,-0.2051,-3.357154
100,38.7755,-5.9487,-2.500885
1,31.6327,-1.4359,-2.487414
0.01,0.0000,-7.5897,0.000142
1,26.5306,2.2564,-0.607393
0.01,7.1429,-8.0000,-1.754410
1,6.1224,1.0256,-1.550350
0.01,14.2857,-5.5385,-1.750572
1,42.8571,-5.1282,-3.333847
1,31.6327,-6.7692,-3.164384
10,26.5306,2.2564,-1.230892
10,18.3673,-0.6154,-3.153603
0.1,5.1020,-5.1282,-1.767068
0.1,19.3878,1.0256,0.147956
1,12.2449,-0.2051,-3.250310
0.01,48.9796,3.4872,-0.701993
10,34.6939,2.2564,-1.204102
10,1.0204,-7.5897,-1.765517
1,38.7755,4.7179,-2.166136
0.01,41.8367,-6.3590,-2.344294
0.1,40.8163,7.1795,-2.946898
10,16.3265,-8.0000,-1.758640
0.1,37.7551,-4.3077,-3.351298
10,31.6327,-5.1282,-1.767069
1,0.0000,8.0000,0.001986
0.01,26.5306,-5.5385,-3.236358
0.01,9.1837,-3.0769,-1.523926
1,44.8980,6.7692,-1.209152
0.1,13.2653,1.8462,-0.519958
0.1,24.4898,-1.0256,-2.947299
10,24.4898,-7.5897,-1.765512
10,19.3878,3.8974,-1.767027
0.01,47.9592,-5.5385,-2.727776
10,2.0408,1.8462,-1.748056
0.1,38.7755,3.4872,-0.872824
1,14.2857,-2.2564,-2.877908
10,30.6122,5.9487,-1.771293
0.01,13.2653,8.0000,-1.751093
1,33.6735,2.6667,-1.014947
100,8.1633,-5.5385,-2.483820
10,42.8571,-0.6154,-3.347207
0.01,16.3265,-5.9487,-1.766006
1,19.3878,6.3590,1.332086
1,18.3673,1.0256,-0.104561
100,36.7347,6.3590,-1.893984
100,34.6939,-4.7179,-2.483062
10,32.6531,3.8974,-1.037522
10,42.8571,-1.4359,-3.303268
1,24.4898,-2.2564,-3.217860
0.01,17.3469,-5.5385,-1.749976
0.01,25.5102,1.0256,-0.478120
0.1,33.6735,-6.7692,-2.923842
10,17.3469,8.0000,-1.758639
10,25.5102,-2.6667,-0.946325
100,25.5102,3.8974,-2.039883
1,25.5102,-5.1282,-3.011026
10,26.5306,-1.8462,-1.463636
10,9.1837,3.0769,-1.749336
100,24.4898,1.4359,-2.513004
0.1,3.0612,5.5385,-1.753721
100,20.4082,-0.6154,-2.466264
10,24.4898,7.5897,-1.765512
1,39.7959,0.6154,-0.472389
10,35.7143,-7.5897,-1.765512
0.1,8.1633,-5.9487,-1.771293
10,13.2653,-6.3590,-1.766495
0.01,3.0612,6.3590,-1.762521
0.1,39.7959,2.2564,-0.773811
0.01,20.4082,6.3590,-2.694960
0.1,48.9796,4.3077,-2.696010
0.01,5.1020,5.1282,-1.762107
100,43.8776,-0.6154,-1.902876
1,21.4286,2.6667,0.167796
1,21.4286,-1.8462,-3.313879
1,45.9184,-1.0256,-3.159683
0.01,46.9388,-2.2564,-2.803706
100,20.4082,6.7692,-2.324556
10,18.3673,-2.6667,-1.765627
10,20.4082,6.7692,-1.756212
1,11.2245,-3.4872,-1.769358
1,14.2857,3.0769,-1.228254
0.1,11.2245,-5.1282,-1.767067
0.1,21.4286,-5.1282,-2.131496
10,27.5510,-2.6667,-1.027310
0.1,29.5918,5.5385,-0.910744
1,6.1224,0.2051,-1.101138
0.1,25.5102,-2.6667,-3.099756
0.1,46.9388,-5.5385,-3.117321
0.1,47.9592,-5.9487,-3.159906
10,38.7755,-3.8974,-1.168968
10,15.3061,7.1795,-1.771671
0.1,48.9796,0.6154,-0.387422
0.01,15.3061,4.3077,-2.194010
0.1,16.3265,-2.2564,-3.246067
100,2.0408,-8.0000,-1.758641
10,43.8776,-7.5897,-1.765511
100,39.7959,-0.6154,-2.052159
0.1,6.1224,-5.9487,-1.771294
100,31.6327,-3.8974,-2.411892
0.1,38.7755,-3.0769,-2.800517
100,4.0816,-5.1282,-2.304116
10,33.6735,8.0000,-1.758635
100,28.5714,5.1282,-1.872410
0.01,8.1633,-6.7692,-1.753680
0.01,10.2041,3.0769,-2.449287
10,42.8571,5.5385,-1.719614
10,40.8163,-6.3590,-1.766494
10,33.6735,-2.6667,-0.724643
10,0.0000,-8.0000,0.000124
100,29.5918,-8.0000,-1.758635
0.1,17.3469,-2.6667,-2.296585
0.1,10.2041,5.5385,-1.753714
0.01,10.2041,1.4359,-1.512599
100,22.4490,6.7692,-2.218719
100,6.1224,1.0256,-2.491618
0.01,5.1020,6.3590,-1.761258
100,28.5714,8.0000,-1.758635
10,3.0612,6.7692,-1.756204
0.01,24.4898,5.9487,-2.836361
0.01,42.8571,8.0000,-2.351158
1,33.6735,-4.7179,-3.381963
0.1,14.2857,0.2051,-0.532987
10,2.0408,5.5385,-1.753725
100,30.6122,-8.0000,-1.758635
10,38.7755,-7.5897,-1.765512
100,10.2041,3.0769,-2.562972
1,18.3673,0.2051,-0.758349
10,21.4286,-3.0769,-1.749336
10,19.3878,-1.0256,-3.218566
100,50.0000,-3.4872,-2.538036
0.01,39.7959,7.5897,-3.001547
0.1,18.3673,-7.5897,-1.765513
0.01,4.0816,-1.4359,-1.078914
100,1.0204,4.3077,-1.876098
0.1,7.1429,-1.8462,-1.748077
0.01,28.5714,-6.3590,-3.122514
0.01,7.1429,1.0256,-1.681757
0.01,17.3469,-1.8462,-2.556064
0.1,31.6327,7.1795,-2.932181
10,7.1429,-5.5385,-1.753716
10,22.4490,-7.1795,-1.771671
100,23.4694,-3.4872,-2.537650
100,48.9796,2.6667,-2.509162
10,31.6327,-2.2564,-2.819287
1,32.6531,7.5897,-1.663589
10,38.7755,-5.1282,-1.759364
0.1,8.1633,-1.4359,-1.002583
0.01,46.9388,-0.6154,-3.068752
100,28.5714,-6.3590,-2.470162
10,28.5714,1.8462,-0.376886
1,32.6531,-8.0000,-1.758636
0.01,18.3673,-1.4359,-2.827246
10,0.0000,1.8462,0.000161
10,16.3265,4.3077,-1.751330
100,22.4490,-8.0000,-1.758637
0.1,35.7143,8.0000,-2.580435
10,25.5102,-5.5385,-1.753711
0.1,24.4898,3.8974,-1.828759
10,35.7143,5.1282,-1.455014
1,29.5918,-4.3077,-2.952991
100,10.2041,4.7179,-2.687477
100,39.7959,-1.4359,-2.312905
1,20.4082,0.6154,-0.202870
0.1,17.3469,-6.7692,-1.756213
100,3.0612,7.1795,-1.771673
0.1,32.6531,5.5385,-2.477330
10,33.6735,6.3590,-1.766494
1,13.2653,0.2051,-0.775650
0.1,32.6531,-7.1795,-2.899738
100,14.2857,-4.7179,-2.593099
0.01,44.8980,-8.0000,-2.991566
10,27.5510,3.0769,-1.230305
0.01,4.0816,5.1282,-1.762401
100,2.0408,4.3077,-2.408421
